	CHROM	BIN_START	BIN_END	N_VARIANTS	PI_all	PI_female	PI_male	MEAN_FST	SNP_COUNT_all	SNP_COUNT_female	SNP_COUNT_male	Dxy	pFemaleSpecific	pMaleSpecific	pSexSpecific	meanDiffA1	female_r2	male_r2
89	chrIII	17600001	17700000	5	2.14167e-05	2.4e-05	2.17857e-05	-0.00740029	5	5	4	2.041667e-05	0.0	0.0	0.0	0.1083334	0.11656232178209207	0.06481469629653333
90	chrIII	17700001	17800000	2	8.58333e-06	6e-06	1.10714e-05	0.08704169999999999	2	1	2	8.75e-06	0.0	0.0	0.0	0.1875	0.0	0.3
0	chrIV	1	100000	2	5.583330000000001e-06	5.333330000000001e-06	5e-06	-0.019383599999999997	2	1	2	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window
1	chrIV	1300001	1400000	2	8e-06	1.06667e-05	8.571430000000001e-06	-0.101449	2	2	2	8.33333e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
2	chrIV	1700001	1800000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
3	chrIV	1900001	2000000	4	1.19167e-05	1.2e-05	1.17857e-05	-0.11731099999999998	4	3	4	1.0416670000000001e-05	0.0	0.0	0.0	0.07291675	0.01875004187548081	0.0529101058207619
4	chrIV	2000001	2100000	4	1.5333299999999998e-05	1.73333e-05	1.64286e-05	-0.11801400000000001	4	4	4	1.4583334999999999e-05	0.0	0.0	0.0	0.0625	0.0253905236335867	0.024338569312838093
5	chrIV	2300001	2400000	3	1.1833299999999999e-05	1.26667e-05	1.42857e-05	-0.08187130000000001	3	3	3	1.166667e-05	0.0	0.0	0.0	0.055555333333333325	0.033333013334405324	0.02469116049422222
6	chrIV	2800001	2900000	2	6.333330000000001e-06	5.333330000000001e-06	6.78571e-06	-0.0730176	2	1	2	5.416665e-06	0.0	0.0	0.0	0.1041665	0.031249765625398433	0.0899469417992381
7	chrIV	3000001	3100000	1	4e-06	5.333330000000001e-06	2.5e-06	0.00581879	1	1	1	3.7499974999999995e-06	0.0	0.0	0.0	0.208333	0.19531197265658398	0.39682412698514286
8	chrIV	3800001	3900000	1	5e-06	3.3333300000000003e-06	5.35714e-06	0.004850999999999999	1	1	1	4.1666675e-06	0.0	0.0	0.0	0.208333	0.31249850000345	0.18518459259306666
9	chrIV	3900001	4000000	2	6.333330000000001e-06	3.3333300000000003e-06	6.78571e-06	-0.08369650000000001	2	1	2	4.583335e-06	0.0	0.0	0.0	0.1041665	0.04999952000160799	0.0899469417992381
10	chrIV	4000001	4100000	4	1.65833e-05	1.26667e-05	1.96429e-05	-0.033364599999999994	4	3	4	1.50000025e-05	0.0	0.0	0.0	0.1354165	0.12083267333501933	0.13888866666693334
11	chrIV	4400001	4500000	3	1.59167e-05	1.8e-05	1.67857e-05	-0.00418911	3	3	3	1.5e-05	0.0	0.0	0.0	0.041666666666666664	0.020833333333333332	0.022222222222222223
12	chrIV	4500001	4600000	2	9.58333e-06	8.666669999999999e-06	1.07143e-05	-0.0406724	2	2	2	8.75e-06	0.0	0.0	0.0	0.125	0.16015556445513418	0.09629605925973334
13	chrIV	4800001	4900000	1	5.333330000000001e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
14	chrIV	5000001	5100000	4	1.8e-05	1.66667e-05	1.89286e-05	-0.0190108	4	3	4	1.6666667500000002e-05	0.0	0.0	0.0	0.1770835	0.19010470963610615	0.17089978941821904
15	chrIV	5200001	5300000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
16	chrIV	5300001	5400000	8	3.39167e-05	3.4e-05	3.82143e-05	-0.032905300000000005	8	7	8	3.2916667500000004e-05	0.0	0.0	0.0	0.11979175	0.04241075513457271	0.11031750317505237
17	chrIV	5400001	5500000	1	4e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
18	chrIV	5500001	5600000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
19	chrIV	5600001	5700000	2	8e-06	6.666669999999999e-06	8.571430000000001e-06	-0.122807	2	2	2	6.6666700000000005e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
20	chrIV	6000001	6100000	3	1.4000000000000001e-05	1.4666700000000001e-05	1.3928599999999999e-05	-0.0895403	3	3	3	1.29166675e-05	0.0	0.0	0.0	0.125	0.10260404963614211	0.1259258666670222
21	chrIV	6100001	6200000	1	5e-06	6e-06	4.285709999999999e-06	0.0679612	1	1	1	5e-06	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
22	chrIV	6200001	6300000	1	3.25e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
23	chrIV	6400001	6500000	2	7.333330000000001e-06	8.666669999999999e-06	7.857139999999999e-06	-0.1239	2	2	2	7.083335e-06	0.0	0.0	0.0	0.04166700000000001	0.010156404453670184	0.011640397884342861
24	chrIV	6500001	6600000	2	7.83333e-06	6.666669999999999e-06	8.571430000000001e-06	-0.122807	2	2	2	6.6666700000000005e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
25	chrIV	6600001	6700000	10	4.29167e-05	4.66667e-05	4.5e-05	-0.07745039999999999	10	10	10	4e-05	0.0	0.0	0.0	0.07499979999999999	0.046562221282063124	0.06264520973595429
26	chrIV	7000001	7100000	2	4.666669999999999e-06	6.666669999999999e-06	5e-06	-0.161604	2	2	2	5.000005000000001e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
27	chrIV	8100001	8200000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
28	chrIV	8200001	8300000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
29	chrIV	8300001	8400000	1	5e-06	5.333330000000001e-06	5.71429e-06	0.0165485	1	1	1	5e-06	0.0	0.0	0.0	0.166667	0.12500056250084376	0.11111155555600001
30	chrIV	8500001	8600000	2	9e-06	1.06667e-05	9.642860000000001e-06	-0.0938225	2	2	2	8.749997499999999e-06	0.0	0.0	0.0	0.0625	0.0195311972661084	0.022222133333866665
31	chrIV	8800001	8900000	1	5.25e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
32	chrIV	9000001	9100000	3	1.45833e-05	1.73333e-05	1.57143e-05	-0.0727981	3	3	3	1.4166665e-05	0.0	0.0	0.0	0.027777666666666662	0.010416588541799478	0.01234558024711111
33	chrIV	9100001	9200000	3	1.375e-05	1.73333e-05	1.07143e-05	0.0146666	3	3	2	1.333333e-05	0.0	0.0	0.0	0.19444433333333333	0.20833308333345832	0.06666666666666667
34	chrIV	9400001	9500000	3	1.125e-05	1.2e-05	1.10714e-05	-0.12862	3	3	3	1.0000002500000001e-05	0.0	0.0	0.0	0.06944433333333333	0.03124982187584281	0.02998225044165079
35	chrIV	9800001	9900000	9	3.35833e-05	3.46667e-05	3.78571e-05	-0.023637099999999998	9	7	9	3.50000025e-05	0.0	0.0	0.0	0.1759258888888889	0.17410726741137683	0.23550861846010582
36	chrIV	10000001	10100000	2	7.25e-06	8.666669999999999e-06	7.857139999999999e-06	-0.0627612	2	2	2	7.916665e-06	0.0	0.0	0.0	0.208333	0.253905236330017	0.29100435978910477
37	chrIV	10100001	10200000	1	4e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
38	chrIV	10200001	10300000	3	1.10833e-05	8.666669999999999e-06	1.3928599999999999e-05	-0.0294377	3	2	3	1.04166675e-05	0.0	0.0	0.0	0.125	0.028906074454213178	0.1259258666670222
39	chrIV	10700001	10800000	3	1.3500000000000001e-05	1.4000000000000001e-05	1.57143e-05	-0.10728599999999999	3	3	3	1.3333334999999999e-05	0.0	0.0	0.0	0.138889	0.1000002150010985	0.08641995061777778
40	chrIV	11000001	11100000	3	8.666669999999999e-06	3.3333300000000003e-06	1.0357100000000001e-05	-0.028107	3	1	3	6.6666674999999995e-06	0.0	0.0	0.0	0.15277766666666667	0.31249850000345	0.15696629276911747
41	chrIV	11200001	11300000	2	8e-06	8.666669999999999e-06	8.571430000000001e-06	-0.11212799999999999	2	2	2	7.5e-06	0.0	0.0	0.0	0.08333299999999999	0.04062464281350321	0.03703674074133333
42	chrIV	11400001	11500000	7	2.675e-05	2.93333e-05	2.85714e-05	-0.0673984	7	7	7	2.625e-05	0.0	0.0	0.0	0.13095214285714285	0.13504402913091582	0.12773954346250885
43	chrIV	11600001	11700000	5	2.20833e-05	2.26667e-05	2.17857e-05	-0.0235364	5	4	5	2.04166625e-05	0.0	0.0	0.0	0.1583332	0.08789043457049561	0.18010550687862859
44	chrIV	11700001	11800000	3	1.3083299999999999e-05	1.2e-05	1.25e-05	-0.017391099999999996	3	3	3	1.2083332499999999e-05	0.0	0.0	0.0	0.208333	0.3484362042214133	0.2927681410941587
45	chrIV	11800001	11900000	3	9.58333e-06	1e-05	1.10714e-05	-0.135739	3	3	3	9.1666725e-06	0.0	0.0	0.0	0.06944433333333333	0.037499740001246	0.02998225044165079
46	chrIV	11900001	12000000	1	2.33333e-06	3.3333300000000003e-06	NA	0.0569106	1	1	0	1.66667e-06	0.0	0.0	0.0	0.166667	0.20000048000019202	NA
47	chrIV	12100001	12200000	1	3.25e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
48	chrIV	12300001	12400000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
49	chrIV	12900001	13000000	2	4.666669999999999e-06	NA	8.571430000000001e-06	0.12069	2	0	2	5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
50	chrIV	13200001	13300000	3	1.3500000000000001e-05	1.4666700000000001e-05	1.3928599999999999e-05	-0.11814300000000001	3	3	3	1.25e-05	0.0	0.0	0.0	0.09722199999999999	0.04791642854233547	0.04691338271644444
51	chrIV	13300001	13400000	6	1.71667e-05	1.5333299999999998e-05	1.60714e-05	-0.0696869	6	4	5	1.4166672500000001e-05	0.0	0.0	0.0	0.10416666666666667	0.07343748640693011	0.07513220740784762
52	chrIV	13400001	13500000	5	1.90833e-05	1.93333e-05	2.14286e-05	-0.06129299999999999	5	4	5	1.8333329999999998e-05	0.0	0.0	0.0	0.11666639999999999	0.03593720421945082	0.09629605925973332
53	chrIV	13800001	13900000	5	1.83333e-05	2.06667e-05	2.14286e-05	-0.114264	5	5	5	1.8333335e-05	0.0	0.0	0.0	0.08333299999999999	0.042499618251124166	0.03703674074133333
54	chrIV	13900001	14000000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
55	chrIV	14000001	14100000	4	9.333330000000001e-06	1.06667e-05	8.571430000000001e-06	0.212519	4	2	2	1.166666e-05	0.0	0.0	0.0	0.2916665	0.499999250000375	0.3333333333333333
56	chrIV	14300001	14400000	1	5.333330000000001e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
57	chrIV	14400001	14500000	1	3.25e-06	5.333330000000001e-06	NA	0.304348	1	1	0	3.33333e-06	0.0	0.0	0.0	0.333333	0.499999250000375	NA
58	chrIV	14500001	14600000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
59	chrIV	15000001	15100000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
60	chrIV	15500001	15600000	3	1.325e-05	1.66667e-05	1.3928599999999999e-05	-0.071822	3	3	3	1.333333e-05	0.0	0.0	0.0	0.09722199999999999	0.04166651041693229	0.04691338271644444
61	chrIV	15600001	15700000	4	1.65e-05	1.6e-05	1.85714e-05	-0.0921053	4	4	4	1.5000004999999999e-05	0.0	0.0	0.0	0.06249974999999999	0.037499640001205994	0.027777555555999995
62	chrIV	15800001	15900000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
63	chrIV	16200001	16300000	1	5e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
64	chrIV	16300001	16400000	3	1.3083299999999999e-05	1.4666700000000001e-05	1.25e-05	-0.0934795	3	3	3	1.2083332499999999e-05	0.0	0.0	0.0	0.09722199999999999	0.08177049755273065	0.14462028924215872
65	chrIV	16400001	16500000	1	3.25e-06	5.333330000000001e-06	NA	0.304348	1	1	0	3.33333e-06	0.0	0.0	0.0	0.333333	0.499999250000375	NA
66	chrIV	16500001	16600000	1	5.25e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
67	chrIV	16900001	17000000	2	6.333330000000001e-06	6.666669999999999e-06	5.35714e-06	0.0308808	2	2	1	5.8333375e-06	0.0	0.0	0.0	0.1875	0.256249490001821	0.18518459259306666
68	chrIV	18500001	18600000	3	1.325e-05	1.4666700000000001e-05	1.25e-05	0.00668793	3	3	3	1.3333334999999999e-05	0.0	0.0	0.0	0.20833333333333334	0.2458333608341506	0.477954194003873
69	chrIV	19800001	19900000	2	8.5e-06	9.333330000000001e-06	1e-05	-0.0614035	2	2	2	8.333335e-06	0.0	0.0	0.0	0.041666499999999995	0.024999760000803995	0.018518370370666663
70	chrIV	20000001	20100000	1	4.58333e-06	6e-06	2.5e-06	0.126322	1	1	1	5e-06	0.0	0.0	0.0	0.375	0.5625	1.2857142857142858
71	chrIV	20200001	20300000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
72	chrIV	20300001	20400000	2	8e-06	8.666669999999999e-06	8.571430000000001e-06	-0.11212799999999999	2	2	2	7.5e-06	0.0	0.0	0.0	0.08333299999999999	0.04062464281350321	0.03703674074133333
73	chrIV	20700001	20800000	3	1.56667e-05	1.73333e-05	1.67857e-05	-0.0287319	3	3	3	1.4583332499999999e-05	0.0	0.0	0.0	0.013889000000000004	0.0026042096356061212	0.002469175308800001
74	chrIV	20800001	20900000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
75	chrIV	21200001	21300000	4	1.69167e-05	1.8666700000000002e-05	1.89286e-05	-0.042330099999999996	4	4	4	1.6666670000000002e-05	0.0	0.0	0.0	0.09375	0.096874670000993	0.06693113227550476
76	chrIV	21400001	21500000	4	2.1e-05	2.33333e-05	2.21429e-05	-0.00214655	4	4	4	2e-05	0.0	0.0	0.0	0.10416675	0.06250014062521095	0.06111122222233334
77	chrIV	21600001	21700000	2	9.16667e-06	1.06667e-05	1.07143e-05	-0.213775	2	2	2	9.166665e-06	0.0	0.0	0.0	0.04166700000000001	0.007812628906818364	0.007407525926400003
78	chrIV	22100001	22200000	2	9e-06	1.2e-05	6.78571e-06	0.157817	2	2	2	1e-05	0.0	0.0	0.0	0.3125	0.40625	0.8095238095238095
79	chrIV	22300001	22400000	1	5e-06	5.333330000000001e-06	5.35714e-06	-0.0861957	1	1	1	4.5833325e-06	0.0	0.0	0.0	0.04166700000000001	0.007812628906818364	0.007407525926400003
80	chrIV	22600001	22700000	1	3.25e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
81	chrIV	22800001	22900000	1	2.33333e-06	3.3333300000000003e-06	NA	0.0569106	1	1	0	1.66667e-06	0.0	0.0	0.0	0.166667	0.20000048000019202	NA
82	chrIV	22900001	23000000	2	9.16667e-06	8.666669999999999e-06	1.07143e-05	-0.10446199999999999	2	2	2	8.75e-06	0.0	0.0	0.0	0.125	0.16015556445513418	0.09629605925973334
83	chrIV	24000001	24100000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
84	chrIV	24400001	24500000	3	1.35833e-05	1.2e-05	1.57143e-05	0.0847363	3	3	3	1.4166665e-05	0.0	0.0	0.0	0.24999966666666665	0.5437480018791647	0.30864128395111107
85	chrIV	24600001	24700000	3	1.15e-05	6e-06	1.2857100000000001e-05	0.10311300000000001	3	1	3	1e-05	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
86	chrIV	24900001	25000000	3	1.19167e-05	1.1333299999999999e-05	1.25e-05	0.0507366	3	2	3	1.25e-05	0.0	0.0	0.0	0.263889	0.3437502812504219	0.576719724867873
87	chrIV	25000001	25100000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
88	chrIV	25200001	25300000	2	7.333330000000001e-06	6e-06	8.571430000000001e-06	0.09432539999999999	2	1	2	7.5e-06	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
89	chrIV	25600001	25700000	1	2.33333e-06	3.3333300000000003e-06	NA	0.0569106	1	1	0	1.66667e-06	0.0	0.0	0.0	0.166667	0.20000048000019202	NA
90	chrIV	26500001	26600000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
91	chrIV	26800001	26900000	2	7.25e-06	6.666669999999999e-06	6.78571e-06	-0.142205	2	2	2	5.8333375e-06	0.0	0.0	0.0	0.0625	0.031249850001064998	0.026455005291809525
92	chrIV	27100001	27200000	2	9.25e-06	1.1333299999999999e-05	9.642860000000001e-06	-0.11581199999999998	2	2	2	9.166665e-06	0.0	0.0	0.0	0.1041665	0.04687488281269922	0.051851703703999996
93	chrIV	27300001	27400000	1	5.25e-06	3.3333300000000003e-06	5.35714e-06	0.283075	1	1	1	5.8333325e-06	0.0	0.0	0.0	0.458333	1.512495380009402	0.8962949925930667
94	chrIV	27700001	27800000	6	2.88333e-05	2.26667e-05	3.10714e-05	0.0805821	6	6	6	2.75000025e-05	0.0	0.0	0.0	0.2569441666666667	0.5020815633372003	0.3148142222226222
95	chrIV	27800001	27900000	2	8.58333e-06	6.666669999999999e-06	9.642860000000001e-06	-0.058977999999999996	2	2	2	7.5000025e-06	0.0	0.0	0.0	0.145833	0.181249010002529	0.11111066666719999
96	chrIV	28300001	28400000	1	2.33333e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
97	chrIV	28500001	28600000	10	4.2166700000000004e-05	4.53333e-05	4.4285699999999995e-05	-0.133181	10	10	10	3.916666500000001e-05	0.0	0.0	0.0	0.0916664	0.0481247470634268	0.04444422222279999
98	chrIV	28700001	28800000	4	1.66667e-05	1.8e-05	1.78571e-05	-0.0995091	4	4	4	1.58333375e-05	0.0	0.0	0.0	0.10416675	0.06250006562574344	0.05767205820157144
99	chrIV	28800001	28900000	2	8.58333e-06	8.666669999999999e-06	8.571430000000001e-06	-0.11212799999999999	2	2	2	7.5e-06	0.0	0.0	0.0	0.08333299999999999	0.04062464281350321	0.03703674074133333
100	chrIV	28900001	29000000	1	2.33333e-06	5.333330000000001e-06	NA	0.304348	1	1	0	3.33333e-06	0.0	0.0	0.0	0.333333	0.499999250000375	NA
101	chrIV	29000001	29100000	6	2.90833e-05	2.93333e-05	3.07143e-05	-0.0782038	6	6	6	2.66666675e-05	0.0	0.0	0.0	0.111111	0.09687472468855003	0.07283938271639999
102	chrIV	29300001	29400000	2	7.333330000000001e-06	5.333330000000001e-06	7.857139999999999e-06	-0.0653909	2	1	2	5.8333325e-06	0.0	0.0	0.0	0.0833335	0.007812628906818364	0.07513233439177143
103	chrIV	29900001	30000000	2	9.16667e-06	8.666669999999999e-06	9.642860000000001e-06	-0.0482991	2	2	2	8.3333325e-06	0.0	0.0	0.0	0.145833	0.1718741328144242	0.11111066666719999
104	chrIV	30000001	30100000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
105	chrIV	30300001	30400000	1	3.25e-06	5.333330000000001e-06	NA	0.304348	1	1	0	3.33333e-06	0.0	0.0	0.0	0.333333	0.499999250000375	NA
106	chrIV	30500001	30600000	2	8e-06	8.666669999999999e-06	9.642860000000001e-06	-0.0482991	2	2	2	8.3333325e-06	0.0	0.0	0.0	0.145833	0.1718741328144242	0.11111066666719999
107	chrIV	30800001	30900000	3	1.28333e-05	1.06667e-05	1.2857100000000001e-05	0.18456	3	2	3	1.416667e-05	0.0	0.0	0.0	0.36111133333333334	0.781251640626711	0.7283960493831111
108	chrIV	30900001	31000000	3	1.25e-05	1.26667e-05	1.4999999999999999e-05	-0.122101	3	3	3	1.2500002499999997e-05	0.0	0.0	0.0	0.13888866666666666	0.14166600666835263	0.09629600000035554
109	chrIV	31000001	31100000	1	4e-06	5.333330000000001e-06	2.5e-06	0.00581879	1	1	1	3.7499974999999995e-06	0.0	0.0	0.0	0.208333	0.19531197265658398	0.39682412698514286
110	chrIV	31100001	31200000	1	4e-06	3.3333300000000003e-06	5.35714e-06	0.004850999999999999	1	1	1	4.1666675e-06	0.0	0.0	0.0	0.208333	0.31249850000345	0.18518459259306666
111	chrIV	31200001	31300000	3	1.4499999999999998e-05	1.6e-05	1.4999999999999999e-05	-0.11910699999999999	3	3	3	1.4166665e-05	0.0	0.0	0.0	0.138889	0.1406253203132305	0.13580268642026666
112	chrIV	31900001	32000000	3	1.10833e-05	1e-05	1.3928599999999999e-05	-0.0802543	3	3	3	1.08333375e-05	0.0	0.0	0.0	0.12499966666666666	0.137499180002222	0.08641935802524443
113	chrIV	32000001	32100000	1	5e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
114	chrIV	32100001	32200000	1	3.25e-06	5.333330000000001e-06	NA	0.304348	1	1	0	3.33333e-06	0.0	0.0	0.0	0.333333	0.499999250000375	NA
115	chrIV	32300001	32400000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
116	chrIV	32400001	32500000	2	1.05e-05	1.1333299999999999e-05	8.571430000000001e-06	0.0827	2	2	2	1.0833335000000003e-05	0.0	0.0	0.0	0.3333335	0.5156258203133555	0.6296303703706667
117	chrIV	32500001	32600000	3	1.2416700000000001e-05	1.4000000000000001e-05	1.3928599999999999e-05	-0.10348399999999999	3	3	3	1.2083332499999999e-05	0.0	0.0	0.0	0.06944433333333333	0.02968730484460826	0.027160335803022215
118	chrIV	32600001	32700000	4	1.6166700000000002e-05	1.93333e-05	1.57143e-05	0.00137188	4	4	4	1.7083335e-05	0.0	0.0	0.0	0.2083335	0.24335982136801382	0.28465624550339047
119	chrIV	32700001	32800000	2	1e-05	1.06667e-05	1.07143e-05	-0.0861957	2	2	2	9.166665e-06	0.0	0.0	0.0	0.04166700000000001	0.007812628906818364	0.007407525926400003
120	chrIV	32800001	32900000	3	1.35833e-05	1.6e-05	1.3928599999999999e-05	-0.0963648	3	3	3	1.29166625e-05	0.0	0.0	0.0	0.06944433333333333	0.023437386719205075	0.027160335803022215
121	chrIV	32900001	33000000	2	5.583330000000001e-06	6.666669999999999e-06	4.285709999999999e-06	-0.0329482	2	2	1	5.000005000000001e-06	0.0	0.0	0.0	0.125	0.1250000000009	0.03703674074133333
122	chrIV	33000001	33100000	3	1.1666700000000001e-05	1.1333299999999999e-05	1.25e-05	-0.0962573	3	2	3	1.0416665e-05	0.0	0.0	0.0	0.06944433333333333	0.015624882812699217	0.05996462786615873
123	chrIV	33200001	33300000	7	2.9833299999999998e-05	3.4e-05	3.10714e-05	-0.0646007	7	7	7	2.9166664999999997e-05	0.0	0.0	0.0	0.125	0.10669622995623093	0.11715778261584218
124	chrIV	33300001	33400000	1	4e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
125	chrIV	33500001	33600000	1	5e-06	5.333330000000001e-06	5.71429e-06	-0.216152	1	1	1	5e-06	0.0	0.0	0.0	0.166667	0.12500056250084376	0.11111155555600001
126	chrIV	33700001	33800000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
127	chrIV	33800001	33900000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
128	chrIV	34100001	34200000	1	5e-06	5.333330000000001e-06	5.35714e-06	-0.0861957	1	1	1	4.5833325e-06	0.0	0.0	0.0	0.04166700000000001	0.007812628906818364	0.007407525926400003
0	chrIX	400001	500000	2	9.16667e-06	9.333330000000001e-06	1e-05	0.066388	2	2	2	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window
1	chrIX	500001	600000	3	1.1666700000000001e-05	1.1333299999999999e-05	1.42857e-05	-0.0717365	3	2	3	1.1666665e-05	0.0	0.0	0.0	0.111111	0.015624882812699217	0.12345669135822222
2	chrIX	600001	700000	1	5e-06	6e-06	4.285709999999999e-06	0.0679612	1	1	1	5e-06	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
3	chrIX	700001	800000	1	5.25e-06	5.333330000000001e-06	5.71429e-06	0.0165485	1	1	1	5e-06	0.0	0.0	0.0	0.166667	0.12500056250084376	0.11111155555600001
4	chrIX	800001	900000	3	1.03333e-05	1.06667e-05	1.2857100000000001e-05	-0.027402999999999997	3	2	3	1.083333e-05	0.0	0.0	0.0	0.13888866666666666	0.031249765625398433	0.13580227160533334
5	chrIX	900001	1000000	5	1.85833e-05	2.06667e-05	2.10714e-05	-0.014880500000000001	5	4	5	1.9166667500000002e-05	0.0	0.0	0.0	0.125	0.07343748640648011	0.14391533545005714
6	chrIX	1200001	1300000	2	8e-06	1.1333299999999999e-05	6.78571e-06	0.0124365	2	2	2	9.166665e-06	0.0	0.0	0.0	0.2291665	0.2968748828126992	0.6613755132278095
