chr	start	stop	geneId
chrIII	5122049	5140334	ENSGACG00000014581
chrIII	5143903	5145447	ENSGACG00000014583
chrIII	5148051	5152833	ENSGACG00000014585
chrIII	5153179	5159643	ENSGACG00000014586
chrIII	5163007	5167662	ENSGACG00000014602
chrIII	5172319	5186077	ENSGACG00000014610
chrIII	5190441	5212962	ENSGACG00000014614
chrIII	5226805	5228938	ENSGACG00000014621
chrIII	5241687	5246650	ENSGACG00000014623
chrIII	5250111	5251528	ENSGACG00000014630
chrIII	5256588	5283105	ENSGACG00000014632
chrIII	5298969	5326563	ENSGACG00000014637
chrIII	5330147	5338281	ENSGACG00000014650
chrIII	5340160	5346783	ENSGACG00000014661
chrIII	5356966	5364824	ENSGACG00000014664
chrIII	5368956	5373968	ENSGACG00000014668
chrIII	5376198	5395249	ENSGACG00000014670
chrIII	5396353	5400801	ENSGACG00000014678
chrIII	5405267	5407603	ENSGACG00000014695
chrIII	5408793	5422048	ENSGACG00000014703
chrIII	5424596	5433556	ENSGACG00000014711
chrIII	5438951	5450713	ENSGACG00000014715
chrIII	5461583	5469751	ENSGACG00000014718
chrIII	5476243	5481012	ENSGACG00000014724
chrIII	5492873	5511396	ENSGACG00000014728
chrIII	5563926	5567787	ENSGACG00000014732
chrIII	5578775	5596153	ENSGACG00000014733
chrIII	5609825	5632154	ENSGACG00000014747
chrIII	5633866	5635723	ENSGACG00000014753
chrIII	5642220	5646284	ENSGACG00000014755
chrIII	5686660	5692925	ENSGACG00000014756
chrIII	5764657	5765935	ENSGACG00000014760
chrIII	5781085	5823758	ENSGACG00000014766
chrIII	5866884	5872696	ENSGACG00000014774
chrIII	5882605	5883477	ENSGACG00000014800
chrIII	5884345	5885808	ENSGACG00000014801
chrIII	5886709	5901153	ENSGACG00000014803
chrIII	5907431	5907545	ENSGACG00000021673
chrIII	5908388	5908501	ENSGACG00000021792
chrIII	5913983	5924125	ENSGACG00000014816
chrIII	5925218	5932467	ENSGACG00000014834
chrIII	5937498	5949782	ENSGACG00000014839
chrIII	5958005	5974913	ENSGACG00000014841
chrIII	5978529	5985941	ENSGACG00000014845
chrIII	5998852	6003561	ENSGACG00000014849
chrIII	6006282	6010221	ENSGACG00000014855
chrIII	6010682	6017048	ENSGACG00000014857
chrIII	6023629	6035088	ENSGACG00000014860
chrIII	6035706	6042818	ENSGACG00000014870
chrIII	6049832	6063238	ENSGACG00000014875
chrIII	6063746	6077226	ENSGACG00000014892
chrIII	6094577	6118244	ENSGACG00000014897
chrIII	6154751	6172107	ENSGACG00000014905
chrIII	6175595	6191434	ENSGACG00000014911
chrIII	6276554	6279601	ENSGACG00000014919
chrIII	6280902	6289641	ENSGACG00000014921
chrIII	6290861	6294828	ENSGACG00000014929
chrIII	6295667	6297393	ENSGACG00000014942
chrIII	6298634	6303936	ENSGACG00000014944
chrIII	6306460	6308800	ENSGACG00000014947
chrIII	6319455	6331292	ENSGACG00000014948
chrIII	6336031	6349511	ENSGACG00000014960
chrIII	6345749	6345820	ENSGACG00000022137
chrIII	6441162	6446509	ENSGACG00000014969
chrIII	6451149	6464958	ENSGACG00000014972
chrIII	6476385	6476491	ENSGACG00000021945
chrIII	6477096	6477202	ENSGACG00000021062
chrIII	6477807	6477913	ENSGACG00000021878
chrIII	6478695	6478801	ENSGACG00000021097
chrIII	6479406	6479512	ENSGACG00000021099
chrIII	6480117	6480222	ENSGACG00000021843
chrIII	6480827	6480933	ENSGACG00000022104
chrIII	6481538	6481644	ENSGACG00000021936
chrIII	6482249	6482355	ENSGACG00000021972
chrIII	6482960	6483066	ENSGACG00000021028
chrIII	6483671	6483777	ENSGACG00000021190
chrIII	6484382	6484488	ENSGACG00000022032
chrIII	6485093	6485199	ENSGACG00000020988
chrIII	6485804	6485910	ENSGACG00000021703
chrIII	6486515	6486621	ENSGACG00000021544
chrIII	6487228	6487334	ENSGACG00000021957
chrIII	6487939	6488045	ENSGACG00000021626
chrIII	6488650	6488756	ENSGACG00000021081
chrIII	6489361	6489467	ENSGACG00000021763
chrIII	6490072	6490178	ENSGACG00000021744
chrIII	6490783	6490889	ENSGACG00000022021
chrIII	6491494	6491600	ENSGACG00000022008
chrIII	6492203	6492307	ENSGACG00000021612
chrIII	6492911	6493017	ENSGACG00000021808
chrIII	6493622	6493728	ENSGACG00000021088
chrIII	6574562	6576758	ENSGACG00000014993
chrIII	6584660	6600990	ENSGACG00000014996
chrIII	6629118	6647357	ENSGACG00000015003
chrIII	6653211	6653759	ENSGACG00000015009
chrIII	6657844	6658807	ENSGACG00000015012
chrIII	6670462	6680264	ENSGACG00000015014
chrIII	6732312	6752007	ENSGACG00000015019
chrIII	6754617	6762043	ENSGACG00000015034
chrIII	6763976	6765210	ENSGACG00000015039
chrIII	6766437	6767342	ENSGACG00000015041
chrIII	6770387	6781009	ENSGACG00000015042
chrIII	6784507	6803292	ENSGACG00000015049
chrIII	6808612	6810290	ENSGACG00000015064
chrIII	6812163	6855799	ENSGACG00000015065
chrIII	6863264	6863431	ENSGACG00000015066
chrIII	6869499	6872149	ENSGACG00000015067
chrIII	6871239	6876378	ENSGACG00000015073
chrIII	6876875	6886320	ENSGACG00000015077
chrIII	6895058	6896921	ENSGACG00000015080
chrIII	6899450	6905018	ENSGACG00000015082
chrIII	6905335	6908192	ENSGACG00000015088
chrIII	6910003	6913147	ENSGACG00000015090
chrIII	6913603	6918698	ENSGACG00000015101
chrIII	6924762	6924849	ENSGACG00000021254
chrIII	6924984	6925080	ENSGACG00000021451
chrIII	6925194	6933505	ENSGACG00000015108
chrIII	6946360	6969304	ENSGACG00000015109
chrIII	6972634	6981096	ENSGACG00000015130
chrIII	6982409	6991911	ENSGACG00000015136
chrIII	7006777	7012008	ENSGACG00000015145
chrIII	7030002	7031601	ENSGACG00000015150
chrIII	7032779	7033983	ENSGACG00000015153
chrIII	7034141	7038858	ENSGACG00000015154
chrIII	7039319	7046081	ENSGACG00000015158
chrIII	7048944	7052538	ENSGACG00000015163
chrIII	7054385	7057639	ENSGACG00000015165
chrIII	7062853	7089306	ENSGACG00000015168
chrIII	7098658	7106063	ENSGACG00000015171
chrIII	7103486	7106144	ENSGACG00000015175
chrIII	7108939	7139661	ENSGACG00000015182
chrIII	7158659	7158740	ENSGACG00000022187
chrIII	7182262	7187851	ENSGACG00000015189
chrIII	7188179	7191223	ENSGACG00000015191
chrIII	7202744	7209376	ENSGACG00000015199
chrIII	7211595	7214090	ENSGACG00000015203
chrIII	7217340	7220245	ENSGACG00000015206
chrIII	7220760	7226850	ENSGACG00000015211
chrIII	7241533	7249842	ENSGACG00000015219
chrIII	7252271	7258643	ENSGACG00000015222
chrIII	7259621	7263085	ENSGACG00000015225
chrIII	7266517	7285700	ENSGACG00000015230
chrIII	7304498	7307339	ENSGACG00000015231
chrIII	7312510	7312583	ENSGACG00000022169
chrIII	7319416	7324550	ENSGACG00000015236
chrIII	7325734	7328456	ENSGACG00000015244
chrIII	7329136	7332016	ENSGACG00000015255
chrIII	7332324	7334769	ENSGACG00000015265
chrIII	7354182	7355940	ENSGACG00000015267
chrIII	7381900	7384231	ENSGACG00000015271
chrIII	7395421	7404805	ENSGACG00000015272
chrIII	7416267	7419629	ENSGACG00000015273
chrIII	7427682	7446663	ENSGACG00000015282
chrIII	7454019	7456672	ENSGACG00000015296
chrIII	7460248	7463262	ENSGACG00000015299
chrIII	7469371	7488754	ENSGACG00000015301
chrIII	7493873	7497503	ENSGACG00000015306
chrIII	7498177	7503316	ENSGACG00000015308
chrIII	7515357	7517592	ENSGACG00000015315
chrIII	7519452	7524926	ENSGACG00000015316
chrIII	7527791	7532419	ENSGACG00000015317
chrIII	7531062	7535528	ENSGACG00000015324
chrIII	7535753	7541850	ENSGACG00000015326
chrIII	7543983	7547076	ENSGACG00000015332
chrIII	7549663	7556170	ENSGACG00000015335
chrIII	7559943	7569122	ENSGACG00000015341
chrIII	7582033	7583389	ENSGACG00000015344
chrIII	7587478	7597314	ENSGACG00000015346
chrIII	7611482	7614025	ENSGACG00000015351
chrIII	7626736	7667203	ENSGACG00000015354
chrIII	7686700	7688553	ENSGACG00000015369
chrIII	7691348	7692785	ENSGACG00000015372
chrIII	7707032	7709956	ENSGACG00000015373
chrIII	7710663	7721459	ENSGACG00000015377
chrIII	7730160	7749741	ENSGACG00000015381
chrIII	7784960	7850927	ENSGACG00000015386
chrIII	7913832	7943935	ENSGACG00000015397
chrIII	7944621	7952578	ENSGACG00000015407
chrIII	7954694	7972354	ENSGACG00000015410
chrIII	7979114	7981389	ENSGACG00000015414
chrIII	7982415	7985857	ENSGACG00000015416
chrIII	7985984	7999825	ENSGACG00000015418
chrIII	8005817	8008910	ENSGACG00000015425
chrIII	8009129	8017815	ENSGACG00000015426
chrIII	8019300	8023677	ENSGACG00000015431
chrIII	8026031	8027653	ENSGACG00000015438
chrIII	8030970	8035942	ENSGACG00000015442
chrIII	8038754	8045785	ENSGACG00000015444
chrIII	8049005	8059067	ENSGACG00000015451
chrIII	8059592	8066752	ENSGACG00000015455
chrIII	8067894	8080476	ENSGACG00000015460
chrIII	8127912	8173240	ENSGACG00000015468
chrIII	8179290	8202138	ENSGACG00000015471
chrIII	8228521	8241639	ENSGACG00000015473
chrIII	8246334	8249423	ENSGACG00000015477
chrIII	8250895	8254497	ENSGACG00000015479
chrIII	8255629	8260397	ENSGACG00000015487
chrIII	8263705	8266565	ENSGACG00000015495
chrIII	8271140	8275905	ENSGACG00000015496
chrIII	8282200	8291204	ENSGACG00000015501
chrIII	8294022	8303139	ENSGACG00000015504
chrIII	8303946	8306630	ENSGACG00000015509
chrIII	8309013	8309948	ENSGACG00000015511
chrIII	8313142	8317554	ENSGACG00000015513
chrIII	8320817	8328460	ENSGACG00000015515
chrIII	8356909	8359794	ENSGACG00000015519
chrIII	8367852	8384440	ENSGACG00000015520
chrIII	8399784	8412854	ENSGACG00000015523
chrIII	8419938	8421357	ENSGACG00000015527
chrIII	8423158	8424352	ENSGACG00000015528
chrIII	8428963	8440049	ENSGACG00000015531
chrIII	8445625	8448765	ENSGACG00000015536
chrIII	8453041	8457066	ENSGACG00000015538
chrIII	8459524	8461028	ENSGACG00000015549
chrIII	8461592	8471107	ENSGACG00000015554
chrIII	8473472	8479006	ENSGACG00000015561
chrIII	8491307	8493305	ENSGACG00000015568
chrIII	8494405	8499478	ENSGACG00000015571
chrIII	8540637	8559730	ENSGACG00000015576
chrIII	8567929	8571323	ENSGACG00000015580
chrIII	8573054	8580376	ENSGACG00000015582
chrIII	8582456	8586301	ENSGACG00000015583
chrIII	8595630	8598672	ENSGACG00000015588
chrIII	8606524	8616555	ENSGACG00000015590
chrIII	8616304	8620158	ENSGACG00000015594
chrIII	8626030	8627779	ENSGACG00000015596
chrIII	8632145	8641795	ENSGACG00000015597
chrIII	8652062	8678843	ENSGACG00000015601
chrIII	8702769	8703829	ENSGACG00000015606
chrIII	8714929	8720544	ENSGACG00000015607
chrIII	8721764	8723000	ENSGACG00000015611
chrIII	8723468	8726156	ENSGACG00000015613
chrIII	8732915	8738288	ENSGACG00000015618
chrIII	8773998	8775656	ENSGACG00000015621
chrIII	8780117	8797616	ENSGACG00000015625
chrIII	8798620	8810839	ENSGACG00000015631
chrIII	8811789	8822629	ENSGACG00000015634
chrIII	8829208	8836871	ENSGACG00000015662
chrIII	8841995	8849368	ENSGACG00000015665
chrIII	8850137	8855521	ENSGACG00000015666
chrIII	8857076	8860194	ENSGACG00000015670
chrIII	8857593	8857691	ENSGACG00000022640
chrIII	8858488	8858586	ENSGACG00000022680
chrIII	8859058	8859156	ENSGACG00000022637
chrIII	8859279	8859663	ENSGACG00000015672
chrIII	8866707	8868989	ENSGACG00000015674
chrIII	8870448	8877505	ENSGACG00000015678
chrIII	8877594	8883062	ENSGACG00000015682
chrIII	8883426	8887206	ENSGACG00000015684
chrIII	8891124	8899057	ENSGACG00000015686
chrIII	8906145	8912085	ENSGACG00000015689
chrIII	8912647	8917308	ENSGACG00000015692
chrIII	8919560	8922106	ENSGACG00000015695
chrIII	8930413	8935595	ENSGACG00000015696
chrIII	8937452	8950405	ENSGACG00000015702
chrIII	8958002	8973430	ENSGACG00000015713
chrIII	8973992	8977937	ENSGACG00000015718
chrIII	8979360	8981389	ENSGACG00000015719
chrIII	8983519	8984233	ENSGACG00000015720
chrIII	8990360	8998547	ENSGACG00000015721
chrIII	8999015	9003369	ENSGACG00000015723
chrIII	9004080	9007431	ENSGACG00000015732
chrIII	9008561	9012714	ENSGACG00000015735
chrIII	9013306	9019514	ENSGACG00000015743
chrIII	9021247	9022572	ENSGACG00000015745
chrIII	9026167	9031456	ENSGACG00000015748
chrIII	9036495	9039868	ENSGACG00000015750
chrIII	9042783	9048965	ENSGACG00000015760
chrIII	9057179	9068211	ENSGACG00000015764
chrIII	9076857	9078388	ENSGACG00000015969
chrIII	9086876	9089504	ENSGACG00000015972
chrIII	9106666	9111042	ENSGACG00000015981
chrIII	9112593	9117558	ENSGACG00000015985
chrIII	9118253	9120295	ENSGACG00000015993
chrIII	9122054	9129523	ENSGACG00000015994
chrIII	9131914	9134068	ENSGACG00000015998
chrIII	9134461	9135592	ENSGACG00000016000
chrIII	9137224	9139019	ENSGACG00000016003
chrIII	9147903	9150281	ENSGACG00000016005
chrIII	9160561	9163381	ENSGACG00000016007
chrIII	9180647	9183385	ENSGACG00000016010
chrIII	9192697	9198265	ENSGACG00000016028
chrIII	9201468	9205797	ENSGACG00000016031
chrIII	9210086	9210914	ENSGACG00000016037
chrIII	9212884	9217497	ENSGACG00000016039
chrIII	9217885	9220909	ENSGACG00000016043
chrIII	9221215	9222081	ENSGACG00000016053
chrIII	9223700	9228331	ENSGACG00000016054
chrIII	9224992	9225064	ENSGACG00000022790
chrIII	9225550	9225621	ENSGACG00000022791
chrIII	9226138	9226316	ENSGACG00000022778
chrIII	9230992	9232131	ENSGACG00000016065
chrIII	9241097	9249510	ENSGACG00000016066
chrIII	9260011	9261018	ENSGACG00000016069
chrIII	9263619	9271990	ENSGACG00000016071
chrIII	9275114	9276575	ENSGACG00000016076
chrIII	9305144	9323989	ENSGACG00000016078
chrIII	9339756	9341114	ENSGACG00000016080
chrIII	9343373	9347428	ENSGACG00000016081
chrIII	9347389	9350930	ENSGACG00000016088
chrIII	9352735	9364099	ENSGACG00000016090
chrIII	9367536	9370453	ENSGACG00000016091
chrIII	9378475	9381561	ENSGACG00000016095
chrIII	9382583	9384071	ENSGACG00000016098
chrIII	9385342	9387272	ENSGACG00000016099
chrIII	9387955	9393439	ENSGACG00000016101
chrIII	9396331	9400846	ENSGACG00000016102
chrIII	9402021	9405305	ENSGACG00000016104
chrIII	9411192	9423826	ENSGACG00000016106
chrIII	9416328	9417536	ENSGACG00000016113
chrIII	9425038	9429601	ENSGACG00000016114
chrIII	9436195	9438496	ENSGACG00000016116
chrIII	9439705	9441171	ENSGACG00000016121
chrIII	9445520	9448756	ENSGACG00000016122
chrIII	9487593	9501132	ENSGACG00000016124
chrIII	9523275	9524245	ENSGACG00000016127
chrIII	9537847	9551456	ENSGACG00000016130
chrIII	9555206	9563329	ENSGACG00000016132
chrIII	9564767	9568355	ENSGACG00000016134
chrIII	9569177	9574344	ENSGACG00000016146
chrIII	9576401	9578954	ENSGACG00000016148
chrIII	9580844	9585475	ENSGACG00000016152
chrIII	9587444	9587864	ENSGACG00000016154
chrIII	9588129	9589138	ENSGACG00000016155
chrIII	9592395	9604984	ENSGACG00000016156
chrIII	9619048	9623622	ENSGACG00000016159
chrIII	9631656	9634725	ENSGACG00000016161
chrIII	9641348	9647872	ENSGACG00000016163
chrIII	9648814	9652858	ENSGACG00000016167
chrIII	9656798	9659142	ENSGACG00000016172
chrIII	9659976	9663112	ENSGACG00000016175
chrIII	9662673	9667347	ENSGACG00000016177
chrIII	9667972	9672075	ENSGACG00000016188
chrIII	9677722	9687577	ENSGACG00000016189
chrIII	9690362	9707186	ENSGACG00000016200
chrIII	9712562	9713977	ENSGACG00000016205
chrIII	9720045	9720668	ENSGACG00000016206
chrIII	9728901	9775986	ENSGACG00000016207
chrIII	9780024	9783458	ENSGACG00000016209
chrIII	9794901	9798464	ENSGACG00000016212
chrIII	9799263	9804765	ENSGACG00000016218
chrIII	9805884	9807571	ENSGACG00000016228
chrIII	9824378	9848106	ENSGACG00000016235
chrIII	9862831	9866672	ENSGACG00000016237
chrIII	9867148	9874001	ENSGACG00000016242
chrIII	9874413	9877756	ENSGACG00000016249
chrIII	9879594	9881581	ENSGACG00000016252
chrIII	9884733	9891066	ENSGACG00000016257
chrIII	9896928	9903499	ENSGACG00000016258
chrIII	9908942	9912862	ENSGACG00000016264
chrIII	9917839	9920943	ENSGACG00000016268
chrIII	9922992	9923999	ENSGACG00000016273
chrIII	9927333	9936695	ENSGACG00000016276
chrIII	9937004	9938628	ENSGACG00000016284
chrIII	9940523	9942567	ENSGACG00000016286
chrIII	9947686	9964147	ENSGACG00000016290
chrIII	9958144	9958246	ENSGACG00000022239
chrIII	9959732	9959817	ENSGACG00000021308
chrIII	9971289	9978237	ENSGACG00000016309
chrIII	10029934	10050464	ENSGACG00000016314
chrIII	10056598	10062502	ENSGACG00000016323
chrIII	10062736	10068969	ENSGACG00000016338
chrIII	10075719	10085380	ENSGACG00000016343
chrIII	10096773	10097696	ENSGACG00000016346
chrIII	10100649	10104731	ENSGACG00000016348
chrIII	10107748	10114291	ENSGACG00000016354
chrIII	10114734	10119038	ENSGACG00000016371
chrIII	10127740	10133623	ENSGACG00000016373
chrIII	10189265	10200962	ENSGACG00000016384
chrIII	10224934	10244269	ENSGACG00000016391
chrIII	10247277	10247367	ENSGACG00000022152
chrIII	10249730	10249805	ENSGACG00000022153
chrIII	10274678	10281905	ENSGACG00000016392
chrIII	10283986	10298923	ENSGACG00000016393
chrIII	10310441	10313843	ENSGACG00000016395
chrIII	10316160	10322641	ENSGACG00000016397
chrIII	10323045	10328857	ENSGACG00000016401
chrIII	10329729	10346804	ENSGACG00000016406
chrIII	10346412	10355074	ENSGACG00000016414
chrIII	10359192	10360151	ENSGACG00000016416
chrIII	10367242	10371109	ENSGACG00000016417
chrIII	10375061	10377324	ENSGACG00000016433
chrIII	10382391	10411506	ENSGACG00000016434
chrIII	10417812	10423803	ENSGACG00000016435
chrIII	10426565	10442892	ENSGACG00000016439
chrIII	10450259	10454470	ENSGACG00000016450
chrIII	10458584	10462503	ENSGACG00000016454
chrIII	10463781	10468051	ENSGACG00000016461
chrIII	10492332	10494939	ENSGACG00000016466
chrIII	10498887	10500296	ENSGACG00000016468
chrIII	10620517	10623791	ENSGACG00000016469
chrIII	10638189	10644437	ENSGACG00000016471
chrIII	10646496	10648670	ENSGACG00000016489
chrIII	10646650	10646756	ENSGACG00000022724
chrIII	10646982	10647051	ENSGACG00000022386
chrIII	10647577	10647652	ENSGACG00000022870
chrIII	10652994	10653100	ENSGACG00000022882
chrIII	10653739	10653800	ENSGACG00000022325
chrIII	10654323	10654384	ENSGACG00000022380
chrIII	10655536	10655597	ENSGACG00000022438
chrIII	10658261	10664679	ENSGACG00000016497
chrIII	10665721	10669006	ENSGACG00000016522
chrIII	10691525	10715730	ENSGACG00000016529
chrIII	10736743	10763037	ENSGACG00000016532
chrIII	10768118	10787509	ENSGACG00000016533
chrIII	10789219	10829508	ENSGACG00000016538
chrIII	10831750	10841363	ENSGACG00000016546
chrIII	10847282	10862925	ENSGACG00000016551
chrIII	10863986	10870967	ENSGACG00000016560
chrIII	10874901	10881618	ENSGACG00000016563
chrIII	10875767	10875899	ENSGACG00000022857
chrIII	10881891	10886544	ENSGACG00000016567
chrIII	10887020	10891329	ENSGACG00000016570
chrIII	10893816	10902924	ENSGACG00000016576
chrIII	10902961	10906753	ENSGACG00000016582
chrIII	10907233	10910846	ENSGACG00000016586
chrIII	10919920	10930582	ENSGACG00000016595
chrIII	10936105	10945457	ENSGACG00000016597
chrIII	10946082	10948384	ENSGACG00000016599
chrIII	10950339	10953424	ENSGACG00000016602
chrIII	10972825	10998567	ENSGACG00000016605
chrIII	11002288	11008450	ENSGACG00000016612
chrIII	11011021	11014131	ENSGACG00000016618
chrIII	11035861	11040816	ENSGACG00000016623
chrIII	11053380	11072649	ENSGACG00000016625
chrIII	11076505	11079930	ENSGACG00000016631
chrIII	11084230	11089154	ENSGACG00000016639
chrIII	11091314	11132859	ENSGACG00000016640
chrIII	11139076	11147173	ENSGACG00000016643
chrIII	11148084	11153420	ENSGACG00000016646
chrIII	11169524	11180782	ENSGACG00000016650
chrIII	11183493	11195343	ENSGACG00000016654
chrIII	11197404	11202106	ENSGACG00000016659
chrIII	11203259	11209047	ENSGACG00000016662
chrIII	11211369	11222868	ENSGACG00000016667
chrIII	11224408	11233013	ENSGACG00000016671
chrIII	11259698	11260869	ENSGACG00000016672
chrIII	11266272	11286371	ENSGACG00000016674
chrIII	11302919	11306865	ENSGACG00000016675
chrIII	11323462	11418693	ENSGACG00000016677
chrIII	11450400	11452179	ENSGACG00000016679
chrIII	11461180	11467011	ENSGACG00000016680
chrIII	11471640	11473239	ENSGACG00000016688
chrIII	11475625	11485366	ENSGACG00000016690
chrIII	11490060	11513119	ENSGACG00000016701
chrIII	11515854	11543148	ENSGACG00000016707
chrIII	11553475	11561603	ENSGACG00000016717
chrIII	11565983	11627261	ENSGACG00000016719
chrIII	11651904	11657219	ENSGACG00000016730
chrIII	11670524	11674983	ENSGACG00000016740
chrIII	11724876	11763205	ENSGACG00000016776
chrIII	11775930	11807770	ENSGACG00000016779
chrIII	11810330	11813930	ENSGACG00000016788
chrIII	11817451	11824739	ENSGACG00000016789
chrIII	11826544	11830374	ENSGACG00000016795
chrIII	11830848	11833116	ENSGACG00000016801
chrIII	11833742	11836530	ENSGACG00000016804
chrIII	11837208	11838744	ENSGACG00000016816
chrIII	11840380	11842572	ENSGACG00000016818
chrIII	12038074	12116857	ENSGACG00000016820
chrIII	12130208	12131170	ENSGACG00000016823
chrIII	12141190	12150556	ENSGACG00000016825
chrIII	12158680	12160523	ENSGACG00000016838
chrIII	12163075	12167369	ENSGACG00000016840
chrIII	12167809	12170522	ENSGACG00000016841
chrIII	12172197	12175808	ENSGACG00000016844
chrIII	12178153	12180290	ENSGACG00000016850
chrIII	12180992	12188513	ENSGACG00000016865
chrIII	12192407	12201515	ENSGACG00000016883
chrIII	12245982	12248222	ENSGACG00000016890
chrIII	12250363	12261970	ENSGACG00000016893
chrIII	12263326	12266169	ENSGACG00000016898
chrIII	12272737	12276035	ENSGACG00000016904
chrIII	12284493	12292802	ENSGACG00000016905
chrIII	12294067	12298888	ENSGACG00000016914
chrIII	12306094	12307625	ENSGACG00000016917
chrIII	12319335	12319427	ENSGACG00000022188
chrIII	12319695	12319774	ENSGACG00000022166
chrIII	12322870	12341345	ENSGACG00000016918
chrIII	12344698	12356737	ENSGACG00000016925
chrIII	12367900	12400959	ENSGACG00000016929
chrIII	12408089	12417412	ENSGACG00000016935
chrIII	12420194	12426654	ENSGACG00000016939
chrIII	12429269	12433656	ENSGACG00000016942
chrIII	12435938	12443034	ENSGACG00000016948
chrIII	12445195	12466785	ENSGACG00000016956
chrIII	12474038	12498128	ENSGACG00000016970
chrIII	12504470	12506398	ENSGACG00000016975
chrIII	12508327	12518247	ENSGACG00000016976
chrIII	12520904	12526297	ENSGACG00000016985
chrIII	12527112	12533845	ENSGACG00000016988
chrIII	12536823	12538345	ENSGACG00000016991
chrIII	12542716	12544186	ENSGACG00000016996
chrIII	12545980	12547198	ENSGACG00000016998
chrIII	12550870	12553059	ENSGACG00000017003
chrIII	12554664	12563806	ENSGACG00000017008
chrIII	12593400	12602644	ENSGACG00000017009
chrIII	12604744	12615176	ENSGACG00000017011
chrIII	12615592	12620507	ENSGACG00000017016
chrIII	12623651	12625796	ENSGACG00000017019
chrIII	12649837	12661975	ENSGACG00000017023
chrIII	12662942	12667427	ENSGACG00000017025
chrIII	12670862	12672773	ENSGACG00000017028
chrIII	12675032	12684773	ENSGACG00000017043
chrIII	12697544	12708695	ENSGACG00000017045
chrIII	12715107	12724790	ENSGACG00000017050
chrIII	12731838	12740592	ENSGACG00000017052
chrIII	12749678	12752936	ENSGACG00000017054
chrIII	12755553	12761279	ENSGACG00000017055
chrIII	12763399	12779101	ENSGACG00000017058
chrIII	12784519	12788659	ENSGACG00000017065
chrIII	12789568	12798954	ENSGACG00000017071
chrIII	12808960	12812334	ENSGACG00000017084
chrIII	12893878	12907136	ENSGACG00000017089
chrIII	12909582	12925141	ENSGACG00000017090
chrIII	12926419	12939638	ENSGACG00000017095
chrIII	12944418	12946138	ENSGACG00000017102
chrIII	12947094	12948867	ENSGACG00000017104
chrIII	12949938	12952954	ENSGACG00000017109
chrIII	12956203	12958597	ENSGACG00000017114
chrIII	12964158	12979929	ENSGACG00000017118
chrIII	12987145	12989586	ENSGACG00000017139
chrIII	12992509	12997481	ENSGACG00000017140
chrIII	13000537	13002163	ENSGACG00000017150
chrIII	13012101	13017190	ENSGACG00000017151
chrIII	13038856	13072774	ENSGACG00000017173
chrIII	13086480	13087485	ENSGACG00000017176
chrIII	13102288	13103869	ENSGACG00000017177
chrIII	13106071	13116555	ENSGACG00000017179
chrIII	13136933	13151610	ENSGACG00000017184
chrIII	13156738	13171395	ENSGACG00000017188
chrIII	13174470	13181073	ENSGACG00000017191
chrIII	13181179	13184507	ENSGACG00000017194
chrIII	13184891	13189726	ENSGACG00000017196
chrIII	13190471	13192659	ENSGACG00000017198
chrIII	13193179	13193866	ENSGACG00000017202
chrIII	13196505	13197314	ENSGACG00000017203
chrIII	13201209	13203660	ENSGACG00000017205
chrIII	13205684	13215989	ENSGACG00000017207
chrIII	13216739	13218719	ENSGACG00000017210
chrIII	13224202	13299216	ENSGACG00000017213
chrIII	13313541	13317526	ENSGACG00000017215
chrIII	13328756	13335295	ENSGACG00000017220
chrIII	13373079	13373154	ENSGACG00000021278
chrIII	13373309	13373400	ENSGACG00000021263
chrIII	13374387	13374488	ENSGACG00000021419
chrIII	13381007	13382991	ENSGACG00000017224
chrIII	13383856	13388965	ENSGACG00000017229
chrIII	13390658	13391837	ENSGACG00000017235
chrIII	13396375	13397821	ENSGACG00000017241
chrIII	13399453	13402673	ENSGACG00000017244
chrIII	13403333	13408575	ENSGACG00000017260
chrIII	13408757	13409913	ENSGACG00000017269
chrIII	13411255	13413228	ENSGACG00000017270
chrIII	13414144	13422881	ENSGACG00000017272
chrIII	13429885	13430974	ENSGACG00000017280
chrIII	13432276	13434350	ENSGACG00000017282
chrIII	13435947	13439218	ENSGACG00000017284
chrIII	13454527	13465167	ENSGACG00000017287
chrIII	13471759	13502601	ENSGACG00000017289
chrIII	13506099	13515942	ENSGACG00000017295
chrIII	13520986	13535307	ENSGACG00000017298
chrIII	13558657	13562089	ENSGACG00000017300
chrIII	13583522	13622471	ENSGACG00000017309
chrIII	13603674	13603764	ENSGACG00000022273
chrIII	13606871	13606962	ENSGACG00000021305
chrIII	13624819	13630963	ENSGACG00000017314
chrIII	13637117	13651738	ENSGACG00000017323
chrIII	13672383	13693975	ENSGACG00000017327
chrIII	13696592	13702361	ENSGACG00000017336
chrIII	13702221	13708143	ENSGACG00000017361
chrIII	13719664	13731706	ENSGACG00000017380
chrIII	13733804	13735972	ENSGACG00000017383
chrIII	13764688	13779062	ENSGACG00000017393
chrIII	13783733	13837881	ENSGACG00000017395
chrIII	13791576	13805483	ENSGACG00000017397
chrIII	13818367	13820187	ENSGACG00000017399
chrIII	13841634	13843879	ENSGACG00000017400
chrIII	13870170	13884783	ENSGACG00000017402
chrIII	13882346	13882414	ENSGACG00000021530
chrIII	13902183	13903323	ENSGACG00000017406
chrIII	13905375	13907000	ENSGACG00000017408
chrIII	13910747	13912276	ENSGACG00000017414
