CHROM	treeNumber	windowNumber	BIN_START	BIN_END	biggestMonoPhyletic	expected	switchesNeeded	SDRbool
chrIX	72	w71	7100000	7200000	3	15	12	False
chrIX	73	w72	7200000	7300000	3	15	12	False
chrIX	74	w73	7300000	7400000	3	15	12	False
chrIX	75	w74	7400000	7500000	5	15	10	False
chrIX	76	w75	7500000	7600000	2	15	13	False
chrIX	77	w76	7600000	7700000	2	15	13	False
chrIX	78	w77	7700000	7800000	2	15	13	False
chrIX	79	w78	7800000	7900000	3	15	12	False
chrIX	80	w79	7900000	8000000	3	15	12	False
chrIX	81	w80	8000000	8100000	4	15	11	False
chrIX	82	w81	8100000	8200000	3	15	12	False
chrIX	83	w82	8200000	8300000	2	15	13	False
chrIX	84	w83	8300000	8400000	2	15	13	False
chrIX	85	w84	8400000	8500000	3	15	12	False
chrIX	86	w85	8500000	8600000	3	15	12	False
chrIX	87	w86	8600000	8700000	2	15	13	False
chrIX	88	w87	8700000	8800000	3	15	12	False
chrIX	89	w88	8800000	8900000	3	15	12	False
chrIX	90	w89	8900000	9000000	3	15	12	False
chrIX	91	w90	9000000	9100000	2	15	13	False
chrIX	92	w91	9100000	9200000	2	15	13	False
chrIX	93	w92	9200000	9300000	5	15	10	False
chrIX	94	w93	9300000	9400000	3	15	12	False
chrIX	95	w94	9400000	9500000	2	15	13	False
chrIX	96	w95	9500000	9600000	5	15	10	False
chrIX	97	w96	9600000	9700000	3	15	12	False
chrIX	98	w97	9700000	9800000	3	15	12	False
chrIX	99	w98	9800000	9900000	3	15	12	False
chrIX	100	w99	9900000	10000000	2	15	13	False
chrIX	101	w100	10000000	10100000	2	15	13	False
chrIX	102	w101	10100000	10200000	6	15	9	False
chrIX	103	w102	10200000	10300000	3	15	12	False
chrIX	104	w103	10300000	10400000	3	15	12	False
chrIX	105	w104	10400000	10500000	4	15	11	False
chrIX	106	w105	10500000	10600000	2	15	13	False
chrIX	107	w106	10600000	10700000	2	15	13	False
chrIX	108	w107	10700000	10800000	2	15	13	False
chrIX	109	w108	10800000	10900000	2	15	13	False
chrIX	110	w109	10900000	11000000	4	15	11	False
chrIX	111	w110	11000000	11100000	2	15	13	False
chrIX	112	w111	11100000	11200000	2	15	13	False
chrIX	113	w112	11200000	11300000	2	15	13	False
chrIX	114	w113	11300000	11400000	3	15	12	False
chrIX	115	w114	11400000	11500000	2	15	13	False
chrIX	116	w115	11500000	11600000	4	15	11	False
chrIX	117	w116	11600000	11700000	3	15	12	False
chrIX	118	w117	11700000	11800000	2	15	13	False
chrIX	119	w118	11800000	11900000	2	15	13	False
chrIX	120	w119	11900000	12000000	4	15	11	False
chrIX	121	w120	12000000	12100000	2	15	13	False
chrIX	122	w121	12100000	12200000	3	15	12	False
chrIX	123	w122	12200000	12300000	2	15	13	False
chrIX	124	w123	12300000	12400000	4	15	11	False
chrIX	125	w124	12400000	12500000	3	15	12	False
chrIX	126	w125	12500000	12600000	4	15	11	False
chrIX	127	w126	12600000	12700000	6	15	9	False
chrIX	128	w127	12700000	12800000	2	15	13	False
chrIX	129	w128	12800000	12900000	4	15	11	False
chrIX	130	w129	12900000	13000000	4	15	11	False
chrIX	131	w130	13000000	13100000	2	15	13	False
chrIX	132	w131	13100000	13200000	2	15	13	False
chrIX	133	w132	13200000	13300000	6	15	9	False
chrIX	134	w133	13300000	13400000	4	15	11	False
chrIX	135	w134	13400000	13500000	3	15	12	False
chrIX	136	w135	13500000	13600000	2	15	13	False
chrIX	137	w136	13600000	13700000	4	15	11	False
chrIX	138	w137	13700000	13800000	3	15	12	False
chrIX	139	w138	13800000	13900000	2	15	13	False
chrIX	140	w139	13900000	14000000	5	15	10	False
chrIX	141	w140	14000000	14100000	2	15	13	False
chrIX	142	w141	14100000	14200000	5	15	10	False
chrIX	143	w142	14200000	14300000	3	15	12	False
chrIX	144	w143	14300000	14400000	2	15	13	False
chrIX	145	w144	14400000	14500000	2	15	13	False
chrIX	146	w145	14500000	14600000	3	15	12	False
chrIX	147	w146	14600000	14700000	2	15	13	False
chrIX	148	w147	14700000	14800000	5	15	10	False
chrIX	149	w148	14800000	14900000	3	15	12	False
chrIX	150	w149	14900000	15000000	2	15	13	False
chrIX	151	w150	15000000	15100000	3	15	12	False
chrIX	152	w151	15100000	15200000	3	15	12	False
chrIX	153	w152	15200000	15300000	3	15	12	False
chrIX	154	w153	15300000	15400000	6	15	9	False
chrIX	155	w154	15400000	15500000	3	15	12	False
chrIX	156	w155	15500000	15600000	4	15	11	False
chrIX	157	w156	15600000	15700000	2	15	13	False
chrIX	158	w157	15700000	15800000	3	15	12	False
chrIX	159	w158	15800000	15900000	3	15	12	False
chrIX	160	w159	15900000	16000000	2	15	13	False
chrIX	161	w160	16000000	16100000	2	15	13	False
chrIX	162	w161	16100000	16200000	3	15	12	False
chrIX	163	w162	16200000	16300000	2	15	13	False
chrIX	164	w163	16300000	16400000	4	15	11	False
chrIX	165	w164	16400000	16500000	2	15	13	False
chrIX	166	w165	16500000	16600000	3	15	12	False
chrIX	167	w166	16600000	16700000	2	15	13	False
chrIX	168	w167	16700000	16800000	3	15	12	False
chrIX	169	w168	16800000	16900000	2	15	13	False
chrIX	170	w169	16900000	17000000	3	15	12	False
chrIX	171	w170	17000000	17100000	2	15	13	False
chrIX	172	w171	17100000	17200000	2	15	13	False
chrIX	173	w172	17200000	17300000	3	15	12	False
chrIX	174	w173	17300000	17400000	5	15	10	False
chrIX	175	w174	17400000	17500000	2	15	13	False
chrIX	176	w175	17500000	17600000	2	15	13	False
chrIX	177	w176	17600000	17700000	3	15	12	False
chrIX	178	w177	17700000	17800000	2	15	13	False
chrIX	179	w178	17800000	17900000	3	15	12	False
chrIX	180	w179	17900000	18000000	4	15	11	False
chrIX	181	w180	18000000	18100000	4	15	11	False
chrIX	182	w181	18100000	18200000	3	15	12	False
chrIX	183	w182	18200000	18300000	4	15	11	False
chrIX	184	w183	18300000	18400000	3	15	12	False
chrIX	185	w184	18400000	18500000	3	15	12	False
chrIX	186	w185	18500000	18600000	3	15	12	False
chrIX	187	w186	18600000	18700000	4	15	11	False
chrIX	188	w187	18700000	18800000	2	15	13	False
chrIX	189	w188	18800000	18900000	3	15	12	False
chrIX	190	w189	18900000	19000000	2	15	13	False
chrIX	191	w190	19000000	19100000	4	15	11	False
chrIX	192	w191	19100000	19200000	3	15	12	False
chrIX	193	w192	19200000	19300000	3	15	12	False
chrIX	194	w193	19300000	19400000	2	15	13	False
chrIX	195	w194	19400000	19500000	2	15	13	False
chrIX	196	w195	19500000	19600000	3	15	12	False
chrIX	197	w196	19600000	19700000	2	15	13	False
chrIX	198	w197	19700000	19800000	3	15	12	False
chrIX	199	w198	19800000	19900000	3	15	12	False
chrIX	200	w199	19900000	20000000	3	15	12	False
chrIX	201	w200	20000000	20100000	3	15	12	False
chrIX	202	w201	20100000	20200000	4	15	11	False
chrIX	203	w202	20200000	20300000	4	15	11	False
chrIX	204	w203	20300000	20400000	4	15	11	False
chrIX	205	w204	20400000	20500000	2	15	13	False
chrUn	1	w0	0	100000	3	15	12	False
chrUn	2	w1	100000	200000	3	15	12	False
chrUn	3	w2	200000	300000	2	15	13	False
chrUn	4	w3	300000	400000	3	15	12	False
chrUn	5	w4	400000	500000	2	15	13	False
chrUn	6	w5	500000	600000	2	15	13	False
chrUn	7	w6	600000	700000	4	15	11	False
chrUn	8	w7	700000	800000	2	15	13	False
chrUn	9	w8	800000	900000	4	15	11	False
chrUn	10	w9	900000	1000000	3	15	12	False
chrUn	11	w10	1000000	1100000	4	15	11	False
chrUn	12	w11	1100000	1200000	3	15	12	False
chrUn	13	w12	1200000	1300000	4	15	11	False
chrUn	14	w13	1300000	1400000	3	15	12	False
chrUn	15	w14	1400000	1500000	3	15	12	False
chrUn	16	w15	1500000	1600000	4	15	11	False
chrUn	17	w16	1600000	1700000	3	15	12	False
chrUn	18	w17	1700000	1800000	2	15	13	False
chrUn	19	w18	1800000	1900000	2	15	13	False
chrUn	20	w19	1900000	2000000	6	15	9	False
chrUn	21	w20	2000000	2100000	2	15	13	False
chrUn	22	w21	2100000	2200000	3	15	12	False
chrUn	23	w22	2200000	2300000	2	15	13	False
chrUn	24	w23	2300000	2400000	3	15	12	False
chrUn	25	w24	2400000	2500000	3	15	12	False
chrUn	26	w25	2500000	2600000	2	15	13	False
chrUn	27	w26	2600000	2700000	2	15	13	False
chrUn	28	w27	2700000	2800000	2	15	13	False
chrUn	29	w28	2800000	2900000	4	15	11	False
chrUn	30	w29	2900000	3000000	3	15	12	False
chrUn	31	w30	3000000	3100000	3	15	12	False
chrUn	32	w31	3100000	3200000	3	15	12	False
chrUn	33	w32	3200000	3300000	3	15	12	False
chrUn	34	w33	3300000	3400000	3	15	12	False
chrUn	35	w34	3400000	3500000	3	15	12	False
chrUn	36	w35	3500000	3600000	4	15	11	False
chrUn	37	w36	3600000	3700000	2	15	13	False
chrUn	38	w37	3700000	3800000	3	15	12	False
chrUn	39	w38	3800000	3900000	4	15	11	False
chrUn	40	w39	3900000	4000000	3	15	12	False
chrUn	41	w40	4000000	4100000	2	15	13	False
chrUn	42	w41	4100000	4200000	3	15	12	False
chrUn	43	w42	4200000	4300000	3	15	12	False
chrUn	44	w43	4300000	4400000	2	15	13	False
chrUn	45	w44	4400000	4500000	3	15	12	False
chrUn	46	w45	4500000	4600000	3	15	12	False
chrUn	47	w46	4600000	4700000	2	15	13	False
chrUn	48	w47	4700000	4800000	4	15	11	False
chrUn	49	w48	4800000	4900000	3	15	12	False
chrUn	50	w49	4900000	5000000	4	15	11	False
chrUn	51	w50	5000000	5100000	6	15	9	False
chrUn	52	w51	5100000	5200000	3	15	12	False
chrUn	53	w52	5200000	5300000	3	15	12	False
chrUn	54	w53	5300000	5400000	3	15	12	False
chrUn	55	w54	5400000	5500000	2	15	13	False
chrUn	56	w55	5500000	5600000	3	15	12	False
chrUn	57	w56	5600000	5700000	2	15	13	False
chrUn	58	w57	5700000	5800000	6	15	9	False
chrUn	59	w58	5800000	5900000	2	15	13	False
chrUn	60	w59	5900000	6000000	2	15	13	False
chrUn	61	w60	6000000	6100000	2	15	13	False
chrUn	62	w61	6100000	6200000	5	15	10	False
chrUn	63	w62	6200000	6300000	2	15	13	False
chrUn	64	w63	6300000	6400000	5	15	10	False
chrUn	65	w64	6400000	6500000	3	15	12	False
chrUn	66	w65	6500000	6600000	3	15	12	False
chrUn	67	w66	6600000	6700000	4	15	11	False
chrUn	68	w67	6700000	6800000	3	15	12	False
chrUn	69	w68	6800000	6900000	5	15	10	False
chrUn	70	w69	6900000	7000000	3	15	12	False
chrUn	71	w70	7000000	7100000	2	15	13	False
chrUn	72	w71	7100000	7200000	5	15	10	False
chrUn	73	w72	7200000	7300000	2	15	13	False
chrUn	74	w73	7300000	7400000	3	15	12	False
chrUn	75	w74	7400000	7500000	2	15	13	False
chrUn	76	w75	7500000	7600000	3	15	12	False
chrUn	77	w76	7600000	7700000	3	15	12	False
chrUn	78	w77	7700000	7800000	4	15	11	False
chrUn	79	w78	7800000	7900000	3	15	12	False
chrUn	80	w79	7900000	8000000	3	15	12	False
chrUn	81	w80	8000000	8100000	2	15	13	False
chrUn	82	w81	8100000	8200000	2	15	13	False
chrUn	83	w82	8200000	8300000	3	15	12	False
chrUn	84	w83	8300000	8400000	3	15	12	False
chrUn	85	w84	8400000	8500000	7	15	8	False
chrUn	86	w85	8500000	8600000	3	15	12	False
chrUn	87	w86	8600000	8700000	3	15	12	False
chrUn	88	w87	8700000	8800000	5	15	10	False
chrUn	89	w88	8800000	8900000	4	15	11	False
chrUn	90	w89	8900000	9000000	2	15	13	False
chrUn	91	w90	9000000	9100000	2	15	13	False
chrUn	92	w91	9100000	9200000	3	15	12	False
chrUn	93	w92	9200000	9300000	2	15	13	False
chrUn	94	w93	9300000	9400000	4	15	11	False
chrUn	95	w94	9400000	9500000	3	15	12	False
chrUn	96	w95	9500000	9600000	3	15	12	False
chrUn	97	w96	9600000	9700000	4	15	11	False
chrUn	98	w97	9700000	9800000	3	15	12	False
chrUn	99	w98	9800000	9900000	3	15	12	False
chrUn	100	w99	9900000	10000000	2	15	13	False
chrUn	101	w100	10000000	10100000	3	15	12	False
chrUn	102	w101	10100000	10200000	4	15	11	False
chrUn	103	w102	10200000	10300000	4	15	11	False
chrUn	104	w103	10300000	10400000	3	15	12	False
chrUn	105	w104	10400000	10500000	5	15	10	False
chrUn	106	w105	10500000	10600000	3	15	12	False
chrUn	107	w106	10600000	10700000	7	15	8	False
chrUn	108	w107	10700000	10800000	3	15	12	False
chrUn	109	w108	10800000	10900000	2	15	13	False
chrUn	110	w109	10900000	11000000	3	15	12	False
chrUn	111	w110	11000000	11100000	3	15	12	False
chrUn	112	w111	11100000	11200000	2	15	13	False
chrUn	113	w112	11200000	11300000	3	15	12	False
chrUn	114	w113	11300000	11400000	4	15	11	False
chrUn	115	w114	11400000	11500000	3	15	12	False
chrUn	116	w115	11500000	11600000	2	15	13	False
chrUn	117	w116	11600000	11700000	3	15	12	False
chrUn	118	w117	11700000	11800000	2	15	13	False
chrUn	119	w118	11800000	11900000	4	15	11	False
chrUn	120	w119	11900000	12000000	4	15	11	False
chrUn	121	w120	12000000	12100000	3	15	12	False
chrUn	122	w121	12100000	12200000	3	15	12	False
chrUn	123	w122	12200000	12300000	2	15	13	False
chrUn	124	w123	12300000	12400000	4	15	11	False
chrUn	125	w124	12400000	12500000	2	15	13	False
chrUn	126	w125	12500000	12600000	3	15	12	False
chrUn	127	w126	12600000	12700000	3	15	12	False
chrUn	128	w127	12700000	12800000	3	15	12	False
chrUn	129	w128	12800000	12900000	2	15	13	False
chrUn	130	w129	12900000	13000000	5	15	10	False
chrUn	131	w130	13000000	13100000	2	15	13	False
chrUn	132	w131	13100000	13200000	4	15	11	False
chrUn	133	w132	13200000	13300000	4	15	11	False
chrUn	134	w133	13300000	13400000	3	15	12	False
chrUn	135	w134	13400000	13500000	2	15	13	False
chrUn	136	w135	13500000	13600000	4	15	11	False
chrUn	137	w136	13600000	13700000	2	15	13	False
chrUn	138	w137	13700000	13800000	2	15	13	False
chrUn	139	w138	13800000	13900000	3	15	12	False
chrUn	140	w139	13900000	14000000	2	15	13	False
chrUn	141	w140	14000000	14100000	3	15	12	False
chrUn	142	w141	14100000	14200000	3	15	12	False
chrUn	143	w142	14200000	14300000	2	15	13	False
chrUn	144	w143	14300000	14400000	2	15	13	False
chrUn	145	w144	14400000	14500000	3	15	12	False
chrUn	146	w145	14500000	14600000	3	15	12	False
chrUn	147	w146	14600000	14700000	2	15	13	False
chrUn	148	w147	14700000	14800000	3	15	12	False
chrUn	149	w148	14800000	14900000	2	15	13	False
chrUn	150	w149	14900000	15000000	2	15	13	False
chrUn	151	w150	15000000	15100000	2	15	13	False
chrUn	152	w151	15100000	15200000	4	15	11	False
chrUn	153	w152	15200000	15300000	3	15	12	False
chrUn	154	w153	15300000	15400000	3	15	12	False
chrUn	155	w154	15400000	15500000	5	15	10	False
chrUn	156	w155	15500000	15600000	2	15	13	False
chrUn	157	w156	15600000	15700000	3	15	12	False
chrUn	158	w157	15700000	15800000	3	15	12	False
chrUn	159	w158	15800000	15900000	3	15	12	False
chrUn	160	w159	15900000	16000000	5	15	10	False
chrUn	161	w160	16000000	16100000	2	15	13	False
chrUn	162	w161	16100000	16200000	3	15	12	False
chrUn	163	w162	16200000	16300000	2	15	13	False
chrUn	164	w163	16300000	16400000	2	15	13	False
chrUn	165	w164	16400000	16500000	3	15	12	False
chrUn	166	w165	16500000	16600000	3	15	12	False
chrUn	167	w166	16600000	16700000	5	15	10	False
chrUn	168	w167	16700000	16800000	3	15	12	False
chrUn	169	w168	16800000	16900000	2	15	13	False
chrUn	170	w169	16900000	17000000	3	15	12	False
chrUn	171	w170	17000000	17100000	3	15	12	False
chrUn	172	w171	17100000	17200000	3	15	12	False
chrUn	173	w172	17200000	17300000	5	15	10	False
chrUn	174	w173	17300000	17400000	3	15	12	False
chrUn	175	w174	17400000	17500000	3	15	12	False
chrUn	176	w175	17500000	17600000	2	15	13	False
chrUn	177	w176	17600000	17700000	2	15	13	False
chrUn	178	w177	17700000	17800000	3	15	12	False
chrUn	179	w178	17800000	17900000	2	15	13	False
chrUn	180	w179	17900000	18000000	2	15	13	False
chrUn	181	w180	18000000	18100000	4	15	11	False
chrUn	182	w181	18100000	18200000	4	15	11	False
chrUn	183	w182	18200000	18300000	2	15	13	False
chrUn	184	w183	18300000	18400000	3	15	12	False
chrUn	185	w184	18400000	18500000	3	15	12	False
chrUn	186	w185	18500000	18600000	2	15	13	False
chrUn	187	w186	18600000	18700000	2	15	13	False
chrUn	188	w187	18700000	18800000	2	15	13	False
chrUn	189	w188	18800000	18900000	3	15	12	False
chrUn	190	w189	18900000	19000000	3	15	12	False
chrUn	191	w190	19000000	19100000	6	15	9	False
chrUn	192	w191	19100000	19200000	2	15	13	False
chrUn	193	w192	19200000	19300000	2	15	13	False
chrUn	194	w193	19300000	19400000	3	15	12	False
chrUn	195	w194	19400000	19500000	4	15	11	False
chrUn	196	w195	19500000	19600000	3	15	12	False
chrUn	197	w196	19600000	19700000	6	15	9	False
chrUn	198	w197	19700000	19800000	4	15	11	False
chrUn	199	w198	19800000	19900000	3	15	12	False
chrUn	200	w199	19900000	20000000	3	15	12	False
chrUn	201	w200	20000000	20100000	3	15	12	False
chrUn	202	w201	20100000	20200000	4	15	11	False
chrUn	203	w202	20200000	20300000	2	15	13	False
chrUn	204	w203	20300000	20400000	5	15	10	False
chrUn	205	w204	20400000	20500000	2	15	13	False
chrUn	206	w205	20500000	20600000	2	15	13	False
chrUn	207	w206	20600000	20700000	2	15	13	False
chrUn	208	w207	20700000	20800000	3	15	12	False
chrUn	209	w208	20800000	20900000	4	15	11	False
chrUn	210	w209	20900000	21000000	3	15	12	False
chrUn	211	w210	21000000	21100000	4	15	11	False
chrUn	212	w211	21100000	21200000	4	15	11	False
chrUn	213	w212	21200000	21300000	5	15	10	False
chrUn	214	w213	21300000	21400000	5	15	10	False
chrUn	215	w214	21400000	21500000	3	15	12	False
chrUn	216	w215	21500000	21600000	3	15	12	False
chrUn	217	w216	21600000	21700000	3	15	12	False
chrUn	218	w217	21700000	21800000	3	15	12	False
chrUn	219	w218	21800000	21900000	3	15	12	False
chrUn	220	w219	21900000	22000000	3	15	12	False
chrUn	221	w220	22000000	22100000	3	15	12	False
chrUn	222	w221	22100000	22200000	4	15	11	False
chrUn	223	w222	22200000	22300000	4	15	11	False
chrUn	224	w223	22300000	22400000	3	15	12	False
chrUn	225	w224	22400000	22500000	2	15	13	False
chrUn	226	w225	22500000	22600000	2	15	13	False
chrUn	227	w226	22600000	22700000	2	15	13	False
chrUn	228	w227	22700000	22800000	5	15	10	False
chrUn	229	w228	22800000	22900000	4	15	11	False
chrUn	230	w229	22900000	23000000	3	15	12	False
chrUn	231	w230	23000000	23100000	4	15	11	False
chrUn	232	w231	23100000	23200000	4	15	11	False
chrUn	233	w232	23200000	23300000	3	15	12	False
chrUn	234	w233	23300000	23400000	5	15	10	False
chrUn	235	w234	23400000	23500000	2	15	13	False
chrUn	236	w235	23500000	23600000	2	15	13	False
chrUn	237	w236	23600000	23700000	3	15	12	False
chrUn	238	w237	23700000	23800000	2	15	13	False
chrUn	239	w238	23800000	23900000	3	15	12	False
chrUn	240	w239	23900000	24000000	7	15	8	False
chrUn	241	w240	24000000	24100000	6	15	9	False
chrUn	242	w241	24100000	24200000	4	15	11	False
chrUn	243	w242	24200000	24300000	3	15	12	False
chrUn	244	w243	24300000	24400000	3	15	12	False
chrUn	245	w244	24400000	24500000	3	15	12	False
chrUn	246	w245	24500000	24600000	3	15	12	False
chrUn	247	w246	24600000	24700000	2	15	13	False
chrUn	248	w247	24700000	24800000	3	15	12	False
chrUn	249	w248	24800000	24900000	3	15	12	False
chrUn	250	w249	24900000	25000000	3	15	12	False
chrUn	251	w250	25000000	25100000	2	15	13	False
chrUn	252	w251	25100000	25200000	4	15	11	False
chrUn	253	w252	25200000	25300000	4	15	11	False
chrUn	254	w253	25300000	25400000	3	15	12	False
chrUn	255	w254	25400000	25500000	2	15	13	False
chrUn	256	w255	25500000	25600000	3	15	12	False
chrUn	257	w256	25600000	25700000	3	15	12	False
chrUn	258	w257	25700000	25800000	3	15	12	False
chrUn	259	w258	25800000	25900000	2	15	13	False
chrUn	260	w259	25900000	26000000	0	15	15	False
chrUn	261	w260	26000000	26100000	3	15	12	False
chrUn	262	w261	26100000	26200000	3	15	12	False
chrUn	263	w262	26200000	26300000	2	15	13	False
chrUn	264	w263	26300000	26400000	2	15	13	False
chrUn	265	w264	26400000	26500000	2	15	13	False
chrUn	266	w265	26500000	26600000	3	15	12	False
chrV	1	w0	0	100000	3	15	12	False
chrV	2	w1	100000	200000	4	15	11	False
chrV	3	w2	200000	300000	2	15	13	False
chrV	4	w3	300000	400000	4	15	11	False
chrV	5	w4	400000	500000	4	15	11	False
chrV	6	w5	500000	600000	3	15	12	False
chrV	7	w6	600000	700000	2	15	13	False
chrV	8	w7	700000	800000	2	15	13	False
chrV	9	w8	800000	900000	4	15	11	False
chrV	10	w9	900000	1000000	3	15	12	False
chrV	11	w10	1000000	1100000	3	15	12	False
chrV	12	w11	1100000	1200000	3	15	12	False
chrV	13	w12	1200000	1300000	2	15	13	False
chrV	14	w13	1300000	1400000	4	15	11	False
chrV	15	w14	1400000	1500000	3	15	12	False
chrV	16	w15	1500000	1600000	2	15	13	False
chrV	17	w16	1600000	1700000	3	15	12	False
chrV	18	w17	1700000	1800000	2	15	13	False
chrV	19	w18	1800000	1900000	2	15	13	False
chrV	20	w19	1900000	2000000	3	15	12	False
chrV	21	w20	2000000	2100000	3	15	12	False
chrV	22	w21	2100000	2200000	2	15	13	False
chrV	23	w22	2200000	2300000	4	15	11	False
chrV	24	w23	2300000	2400000	2	15	13	False
chrV	25	w24	2400000	2500000	2	15	13	False
chrV	26	w25	2500000	2600000	4	15	11	False
chrV	27	w26	2600000	2700000	2	15	13	False
chrV	28	w27	2700000	2800000	2	15	13	False
chrV	29	w28	2800000	2900000	3	15	12	False
chrV	30	w29	2900000	3000000	3	15	12	False
chrV	31	w30	3000000	3100000	4	15	11	False
chrV	32	w31	3100000	3200000	2	15	13	False
chrV	33	w32	3200000	3300000	5	15	10	False
chrV	34	w33	3300000	3400000	4	15	11	False
chrV	35	w34	3400000	3500000	3	15	12	False
chrV	36	w35	3500000	3600000	5	15	10	False
chrV	37	w36	3600000	3700000	3	15	12	False
chrV	38	w37	3700000	3800000	3	15	12	False
chrV	39	w38	3800000	3900000	3	15	12	False
chrV	40	w39	3900000	4000000	3	15	12	False
chrV	41	w40	4000000	4100000	4	15	11	False
chrV	42	w41	4100000	4200000	2	15	13	False
chrV	43	w42	4200000	4300000	3	15	12	False
chrV	44	w43	4300000	4400000	3	15	12	False
chrV	45	w44	4400000	4500000	3	15	12	False
chrV	46	w45	4500000	4600000	4	15	11	False
chrV	47	w46	4600000	4700000	2	15	13	False
chrV	48	w47	4700000	4800000	3	15	12	False
chrV	49	w48	4800000	4900000	2	15	13	False
chrV	50	w49	4900000	5000000	4	15	11	False
chrV	51	w50	5000000	5100000	3	15	12	False
chrV	52	w51	5100000	5200000	3	15	12	False
chrV	53	w52	5200000	5300000	4	15	11	False
chrV	54	w53	5300000	5400000	4	15	11	False
chrV	55	w54	5400000	5500000	3	15	12	False
chrV	56	w55	5500000	5600000	4	15	11	False
chrV	57	w56	5600000	5700000	3	15	12	False
chrV	58	w57	5700000	5800000	3	15	12	False
chrV	59	w58	5800000	5900000	2	15	13	False
chrV	60	w59	5900000	6000000	4	15	11	False
chrV	61	w60	6000000	6100000	4	15	11	False
chrV	62	w61	6100000	6200000	2	15	13	False
chrV	63	w62	6200000	6300000	4	15	11	False
chrV	64	w63	6300000	6400000	3	15	12	False
chrV	65	w64	6400000	6500000	2	15	13	False
chrV	66	w65	6500000	6600000	4	15	11	False
chrV	67	w66	6600000	6700000	4	15	11	False
chrV	68	w67	6700000	6800000	3	15	12	False
chrV	69	w68	6800000	6900000	3	15	12	False
chrV	70	w69	6900000	7000000	2	15	13	False
chrV	71	w70	7000000	7100000	3	15	12	False
chrV	72	w71	7100000	7200000	3	15	12	False
chrV	73	w72	7200000	7300000	5	15	10	False
chrV	74	w73	7300000	7400000	2	15	13	False
chrV	75	w74	7400000	7500000	2	15	13	False
chrV	76	w75	7500000	7600000	2	15	13	False
chrV	77	w76	7600000	7700000	2	15	13	False
chrV	78	w77	7700000	7800000	2	15	13	False
chrV	79	w78	7800000	7900000	2	15	13	False
chrV	80	w79	7900000	8000000	2	15	13	False
chrV	81	w80	8000000	8100000	3	15	12	False
chrV	82	w81	8100000	8200000	4	15	11	False
chrV	83	w82	8200000	8300000	3	15	12	False
chrV	84	w83	8300000	8400000	4	15	11	False
chrV	85	w84	8400000	8500000	6	15	9	False
chrV	86	w85	8500000	8600000	2	15	13	False
chrV	87	w86	8600000	8700000	3	15	12	False
chrV	88	w87	8700000	8800000	2	15	13	False
chrV	89	w88	8800000	8900000	2	15	13	False
chrV	90	w89	8900000	9000000	2	15	13	False
chrV	91	w90	9000000	9100000	2	15	13	False
chrV	92	w91	9100000	9200000	3	15	12	False
chrV	93	w92	9200000	9300000	2	15	13	False
chrV	94	w93	9300000	9400000	2	15	13	False
chrV	95	w94	9400000	9500000	2	15	13	False
chrV	96	w95	9500000	9600000	2	15	13	False
chrV	97	w96	9600000	9700000	3	15	12	False
chrV	98	w97	9700000	9800000	4	15	11	False
chrV	99	w98	9800000	9900000	2	15	13	False
chrV	100	w99	9900000	10000000	2	15	13	False
chrV	101	w100	10000000	10100000	5	15	10	False
chrV	102	w101	10100000	10200000	2	15	13	False
chrV	103	w102	10200000	10300000	2	15	13	False
chrV	104	w103	10300000	10400000	3	15	12	False
chrV	105	w104	10400000	10500000	6	15	9	False
chrV	106	w105	10500000	10600000	3	15	12	False
chrV	107	w106	10600000	10700000	3	15	12	False
chrV	108	w107	10700000	10800000	4	15	11	False
chrV	109	w108	10800000	10900000	3	15	12	False
chrV	110	w109	10900000	11000000	2	15	13	False
chrV	111	w110	11000000	11100000	2	15	13	False
chrV	112	w111	11100000	11200000	3	15	12	False
chrV	113	w112	11200000	11300000	2	15	13	False
chrV	114	w113	11300000	11400000	6	15	9	False
chrV	115	w114	11400000	11500000	3	15	12	False
chrV	116	w115	11500000	11600000	2	15	13	False
chrV	117	w116	11600000	11700000	3	15	12	False
chrV	118	w117	11700000	11800000	9	15	6	False
chrV	119	w118	11800000	11900000	2	15	13	False
chrV	120	w119	11900000	12000000	2	15	13	False
chrV	121	w120	12000000	12100000	3	15	12	False
chrV	122	w121	12100000	12200000	2	15	13	False
chrV	123	w122	12200000	12300000	2	15	13	False
chrV	124	w123	12300000	12400000	2	15	13	False
chrV	125	w124	12400000	12500000	5	15	10	False
chrV	126	w125	12500000	12600000	3	15	12	False
chrV	127	w126	12600000	12700000	2	15	13	False
chrV	128	w127	12700000	12800000	4	15	11	False
chrV	129	w128	12800000	12900000	3	15	12	False
chrV	130	w129	12900000	13000000	2	15	13	False
chrV	131	w130	13000000	13100000	2	15	13	False
chrV	132	w131	13100000	13200000	4	15	11	False
chrV	133	w132	13200000	13300000	2	15	13	False
chrV	134	w133	13300000	13400000	3	15	12	False
chrV	135	w134	13400000	13500000	2	15	13	False
chrV	136	w135	13500000	13600000	3	15	12	False
chrV	137	w136	13600000	13700000	3	15	12	False
chrV	138	w137	13700000	13800000	3	15	12	False
chrV	139	w138	13800000	13900000	2	15	13	False
chrV	140	w139	13900000	14000000	2	15	13	False
chrV	141	w140	14000000	14100000	2	15	13	False
chrV	142	w141	14100000	14200000	3	15	12	False
chrV	143	w142	14200000	14300000	2	15	13	False
